"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20201001 ~ 20210930"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 세종특별자치시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"세종특별자치시 소담동","572","0572","0000","아이콤스타시티타워","27.9746","8.79","202108","6","13,500","7","2018","소담로 93",""
"세종특별자치시 소담동","572","0572","0000","아이콤스타시티타워","28.8488","8.79","202109","6","13,700","7","2018","소담로 93",""
"세종특별자치시 소담동","575","0575","0000","퍼스트시티","24.52","7.71","202012","27","10,000","8","2016","한누리대로 2007",""
"세종특별자치시 소담동","575","0575","0000","퍼스트시티","26.19","8.24","202109","9","12,000","8","2016","한누리대로 2007",""
"세종특별자치시 소담동","575","0575","0000","퍼스트시티","26.19","8.24","202109","9","12,000","8","2016","한누리대로 2007",""
"세종특별자치시 소담동","575","0575","0000","퍼스트시티","26.19","8.24","202109","9","12,000","8","2016","한누리대로 2007",""
"세종특별자치시 소담동","575","0575","0000","퍼스트시티","26.19","8.24","202109","9","12,000","8","2016","한누리대로 2007",""
"세종특별자치시 소담동","576","0576","0000","펠리체타워2","30.735","9.45","202012","23","11,800","7","2017","한누리대로 2009",""
"세종특별자치시 소담동","576","0576","0000","펠리체타워2","22.285","6.85","202101","26","10,000","7","2017","한누리대로 2009",""
"세종특별자치시 소담동","576","0576","0000","펠리체타워2","22.285","6.85","202101","26","10,000","7","2017","한누리대로 2009",""
"세종특별자치시 소담동","576","0576","0000","펠리체타워2","30.735","9.45","202103","10","13,000","6","2017","한누리대로 2009",""
"세종특별자치시 소담동","576","0576","0000","펠리체타워2","28.785","8.85","202104","5","14,000","6","2017","한누리대로 2009",""
"세종특별자치시 소담동","576","0576","0000","펠리체타워2","25.11","7.72","202105","11","12,000","8","2017","한누리대로 2009",""
"세종특별자치시 소담동","576","0576","0000","펠리체타워2","30.735","9.45","202105","17","12,600","7","2017","한누리대로 2009",""
"세종특별자치시 소담동","576","0576","0000","펠리체타워2","30.735","9.45","202105","20","13,100","7","2017","한누리대로 2009",""
"세종특별자치시 소담동","576","0576","0000","펠리체타워2","30.735","9.45","202106","25","13,000","8","2017","한누리대로 2009",""
"세종특별자치시 소담동","576","0576","0000","펠리체타워2","27.255","8.38","202106","29","11,500","7","2017","한누리대로 2009",""
"세종특별자치시 소담동","576","0576","0000","펠리체타워2","30.735","9.45","202107","26","13,200","7","2017","한누리대로 2009",""
"세종특별자치시 소담동","576","0576","0000","펠리체타워2","30.735","9.45","202109","3","13,500","7","2017","한누리대로 2009",""
"세종특별자치시 소정면 대곡리","467","0467","0000","대명아트빌라","53.34","52.85","202010","16","3,400","2","1991","맹골2길 2",""
"세종특별자치시 소정면 대곡리","467","0467","0000","대명아트빌라","53.34","52.85","202105","16","3,200","3","1991","맹골2길 2",""
"세종특별자치시 소정면 소정리","196-28","0196","0028","성원빌라","76.44","57.88","202010","22","3,500","3","1996","소정구길 167",""
"세종특별자치시 연기면 보통리","340-1","0340","0001","강람1동강람2동","48.6","35.4","202011","17","6,000","3","1991","잣띠길 24",""
"세종특별자치시 연기면 보통리","340-8","0340","0008","강람4동강람5동","48.6","33.63","202010","8","3,500","4","1991","잣띠길 24",""
